language,task,item_id,manualApproved,needsReview,reason,approvalUpdatedAt,reviewUpdatedAt,updatedYesterday,approvedToday,needsReviewToday,scoreSource,score
es-ar,math,main/itembank_by_task/math.xliff::ns-number-comp-1,true,false,,,,false,false,false,manual,1
es-ar,shape-rotation,main/itembank_by_task/shape-rotation.xliff::mental-rotation-training-instruct3,true,false,,,,false,false,false,manual,1
es-ar,shape-rotation,main/itembank_by_task/shape-rotation.xliff::mental-rotation-instruct1,true,false,,,,false,false,false,manual,1
es-ar,shape-rotation,main/itembank_by_task/shape-rotation.xliff::mental-rotation-training-instruct2,true,false,,,,false,false,false,manual,1
es-ar,math,main/itembank_by_task/math.xliff::number-identification-45,true,false,,,,false,false,false,manual,1
es-ar,shape-rotation,main/itembank_by_task/shape-rotation.xliff::mental-rotation-prompt2,true,false,,,,false,false,false,manual,1
es-ar,shape-rotation,main/itembank_by_task/shape-rotation.xliff::mental-rotation-instruct-3D,true,false,,,,false,false,false,manual,1
es-ar,shape-rotation,main/itembank_by_task/shape-rotation.xliff::mental-rotation-test-instruct4,true,false,,,,false,false,false,manual,1
es-ar,shape-rotation,main/itembank_by_task/shape-rotation.xliff::mental-rotation-prompt1,true,false,,,,false,false,false,manual,1
es-ar,pattern-matching,main/itembank_by_task/pattern-matching.xliff::matrix-reasoning-prompt1,false,true,"Flagging because of the use of ""pattern"" in source string. This has been updated to Choose the best piece to complete the puzzle""",,,false,false,false,ai,0.1
es-ar,pattern-matching,main/itembank_by_task/pattern-matching.xliff::matrix-reasoning-instruct1,true,false,,,,false,false,false,manual,1
es-ar,pattern-matching,main/itembank_by_task/pattern-matching.xliff::matrix-reasoning-instruct2,true,false,,,,false,false,false,manual,1
es-ar,general,main/itembank_by_task/general.xliff::feedback-try-again,false,true,accent mark?,,,false,false,false,ai,0.8
es-ar,general,main/itembank_by_task/general.xliff::replay-button,false,true,confirm if tocar is best for all computer types (touch screen vs. mouse).,,,false,false,false,ai,1
es-ar,general,main/itembank_by_task/general.xliff::general-keyboard-instructions,false,true,discuss,,,false,false,false,ai,0.2
es-ar,pattern-matching,main/itembank_by_task/pattern-matching.xliff::matrix-reasoning-instruct1-part1-downex,true,false,,2026-06-10T17:27:09.432Z,,true,false,false,manual,1
es-ar,pattern-matching,main/itembank_by_task/pattern-matching.xliff::matrix-reasoning-instruct1-part2-downex,true,false,,2026-06-10T17:27:12.271Z,,true,false,false,manual,1
es-ar,memory-game,main/itembank_by_task/memory-game.xliff::memory-game-instruct2-downex,true,false,,2026-06-10T17:24:23.320Z,,true,false,false,manual,1
es-ar,memory-game,main/itembank_by_task/memory-game.xliff::memory-game-instruct3-downex,true,false,,2026-06-10T17:24:52.415Z,,true,false,false,manual,1
es-ar,memory-game,main/itembank_by_task/memory-game.xliff::memory-game-instruct4-downex,true,false,,2026-06-10T17:24:58.107Z,,true,false,false,manual,1
es-ar,memory-game,main/itembank_by_task/memory-game.xliff::memory-game-feedback-incorrect-downex,true,false,,2026-06-10T17:25:14.864Z,,true,false,false,manual,1
es-ar,memory-game,main/itembank_by_task/memory-game.xliff::memory-game-instruct5-downex,true,false,,2026-06-10T17:25:05.729Z,,true,false,false,manual,1
es-ar,memory-game,main/itembank_by_task/memory-game.xliff::memory-game-instruct6-downex,true,false,,2026-06-10T17:25:23.726Z,,true,false,false,manual,1
es-ar,memory-game,main/itembank_by_task/memory-game.xliff::memory-game-instruct7-downex,true,false,,2026-06-10T17:25:27.873Z,,true,false,false,manual,1
es-ar,memory-game,main/itembank_by_task/memory-game.xliff::memory-game-instruct8-downex,true,false,,2026-06-10T17:25:31.018Z,,true,false,false,manual,1
es-ar,memory-game,main/itembank_by_task/memory-game.xliff::memory-game-instruct9-downex,true,false,,2026-06-10T17:25:34.948Z,,true,false,false,manual,1
es-ar,memory-game,main/itembank_by_task/memory-game.xliff::memory-game-instruct10-downex,true,false,,2026-06-10T17:25:53.041Z,,true,false,false,manual,1
es-ar,memory-game,main/itembank_by_task/memory-game.xliff::memory-game-instruct11-downex,true,false,,2026-06-10T17:26:14.013Z,,true,false,false,manual,1
es-ar,shape-rotation,main/itembank_by_task/shape-rotation.xliff::mental-rotation-instruct1-part2-downex,true,false,,2026-06-09T21:12:24.465Z,,false,false,false,manual,1
es-ar,shape-rotation,main/itembank_by_task/shape-rotation.xliff::mental-rotation-instruct1-part1-downex,false,true,dibujo vs. imagen,,2026-06-09T21:12:05.424Z,false,false,false,ai,0.4
es-ar,shape-rotation,main/itembank_by_task/shape-rotation.xliff::mental-rotation-instruct2-downex,false,true,dibujo vs. imagen,,2026-06-09T21:12:41.074Z,false,false,false,ai,1
es-ar,shape-rotation,main/itembank_by_task/shape-rotation.xliff::mental-rotation-instruct3-downex,false,true,dibujo vs. imagen,,2026-06-09T21:12:46.651Z,false,false,false,ai,0.8
es-ar,shape-rotation,main/itembank_by_task/shape-rotation.xliff::mental-rotation-instruct4-downex,false,true,dibujo vs. imagen,,2026-06-09T21:12:50.922Z,false,false,false,ai,1
es-ar,shape-rotation,main/itembank_by_task/shape-rotation.xliff::mental-rotation-prompt1-downex,true,false,,2026-06-09T21:13:00.462Z,,false,false,false,manual,1
es-ar,shape-rotation,main/itembank_by_task/shape-rotation.xliff::mental-rotation-feedback-incorrect-downex,false,true,dibujo vs. imagen,,2026-06-09T21:13:09.149Z,false,false,false,ai,0.9
es-ar,shape-rotation,main/itembank_by_task/shape-rotation.xliff::mental-rotation-instruct5-downex,false,true,dibujo vs. imagen and solo/a,,2026-06-09T21:13:25.818Z,false,false,false,ai,1
es-ar,shape-rotation,main/itembank_by_task/shape-rotation.xliff::mental-rotation-prompt2-downex,false,true,dibujo vs. imagen,,2026-06-09T21:13:33.485Z,false,false,false,ai,1
es-ar,shape-rotation,main/itembank_by_task/shape-rotation.xliff::mental-rotation-instruct6-downex,false,true,solo/a,,2026-06-09T21:15:34.056Z,false,false,false,ai,1
es-ar,pattern-matching,main/itembank_by_task/pattern-matching.xliff::matrix-reasoning-instruct1-part3-downex,true,false,,2026-06-10T17:27:21.565Z,,true,false,false,manual,1
es-ar,surveys,main/surveys/caregiverchildsurvey_SHORT.xliff::introduction.q.caregiversurveyintroa.html,false,true,nino vs. hijo - keep consistent throughout,,2026-05-29T21:49:13.564Z,false,false,false,ai,0.9
es-ar,surveys,main/surveys/caregiverfamilysurvey_SHORT.xliff::page3.q.selfsupport.row.selfsupport4.text,true,false,,,,false,false,false,manual,1
es-ar,surveys,main/surveys/caregiverchildsurvey_SHORT.xliff::page1.q.caregiversectionintro1.title,true,false,,2026-05-29T21:49:55.817Z,,false,false,false,manual,1
es-ar,surveys,main/surveys/caregiverchildsurvey_SHORT.xliff::page1.q.caregiversectionintro1.html,true,false,,2026-05-29T22:41:35.112Z,,false,false,false,manual,1
es-ar,surveys,main/surveys/caregiverchildsurvey_SHORT.xliff::page1.q.respondentrelationship.title,true,false,,2026-05-29T22:41:56.650Z,,false,false,false,manual,1
es-ar,surveys,main/surveys/caregiverchildsurvey_SHORT.xliff::page1.q.respondentrelationship.choice.bioadoptmother.text,true,false,,2026-05-29T22:42:00.029Z,,false,false,false,manual,1
es-ar,surveys,main/surveys/caregiverchildsurvey_SHORT.xliff::page1.q.respondentrelationship.choice.bioadoptfather.text,true,false,,2026-05-29T22:42:03.279Z,,false,false,false,manual,1
es-ar,surveys,main/surveys/caregiverchildsurvey_SHORT.xliff::page1.q.respondentrelationship.choice.stepmother.text,true,false,,2026-05-29T22:42:05.683Z,,false,false,false,manual,1
es-ar,surveys,main/surveys/caregiverchildsurvey_SHORT.xliff::page1.q.respondentrelationship.choice.stepfather.text,true,false,,2026-05-29T22:42:08.378Z,,false,false,false,manual,1
es-ar,surveys,main/surveys/caregiverchildsurvey_SHORT.xliff::page1.q.respondentrelationship.choice.grandmother.text,true,false,,2026-05-29T22:42:11.834Z,,false,false,false,manual,1
es-ar,surveys,main/surveys/caregiverchildsurvey_SHORT.xliff::page1.q.respondentrelationship.choice.grandfather.text,true,false,,2026-05-29T22:42:14.601Z,,false,false,false,manual,1
es-ar,surveys,main/surveys/caregiverchildsurvey_SHORT.xliff::page1.q.respondentrelationship.choice.fosterparent.text,false,true,foster parent vs. legal guardian,,2026-05-29T22:43:11.240Z,false,false,false,ai,0.3
es-ar,surveys,main/surveys/caregiverchildsurvey_SHORT.xliff::page1.q.respondentrelationship.choice.otherrelative.text,true,false,,2026-05-29T22:44:46.808Z,,false,false,false,manual,1
es-ar,surveys,main/surveys/caregiverchildsurvey_SHORT.xliff::page1.q.respondentrelationship.choice.othernonrelative.text,true,false,,2026-05-29T22:44:50.299Z,,false,false,false,manual,1
es-ar,surveys,main/surveys/caregiverchildsurvey_SHORT.xliff::page1.q.respondentrelationshipotherspecify.title,true,false,,2026-05-29T22:45:28.079Z,,false,false,false,manual,1
es-ar,surveys,main/surveys/caregiverchildsurvey_SHORT.xliff::page1.q.respondenttimecaring.title,true,false,,2026-05-29T22:45:36.268Z,,false,false,false,manual,1
es-ar,surveys,main/surveys/caregiverchildsurvey_SHORT.xliff::page1.q.respondenttimecaring.items.respondenttimecaring.placeholder,true,false,,2026-05-29T22:45:39.002Z,,false,false,false,manual,1
es-ar,surveys,main/surveys/caregiverchildsurvey_SHORT.xliff::page1.q.respondenttimecaring.items.respondenttimecaring.title,true,false,,2026-05-29T22:45:40.726Z,,false,false,false,manual,1
es-ar,surveys,main/surveys/caregiverchildsurvey_SHORT.xliff::page1.q.respondenttimecaring.items.respondenttimecaringyears.placeholder,true,false,,2026-05-29T22:45:50.348Z,,false,false,false,manual,1
es-ar,surveys,main/surveys/caregiverchildsurvey_SHORT.xliff::page1.q.respondenttimecaring.items.respondenttimecaringyears.title,true,false,,2026-05-29T22:45:51.348Z,,false,false,false,manual,1
es-ar,surveys,main/surveys/caregiverchildsurvey_SHORT.xliff::page1.q.childageyears.title,false,true,change hijo to nino,,2026-05-29T22:46:10.128Z,false,false,false,ai,1
es-ar,surveys,main/surveys/caregiverchildsurvey_SHORT.xliff::page1.q.childageyears.placeholder,true,false,,2026-05-29T22:46:14.097Z,,false,false,false,manual,1
es-ar,surveys,main/surveys/caregiverchildsurvey_SHORT.xliff::page1.q.childheightcurrent.title,true,false,,2026-05-29T22:46:53.804Z,,false,false,false,manual,1
es-ar,surveys,main/surveys/caregiverchildsurvey_SHORT.xliff::page1.q.childheightcurrent.items.childheightcurrentfeet.placeholder,true,false,,2026-05-29T22:46:56.091Z,,false,false,false,manual,1
es-ar,surveys,main/surveys/caregiverchildsurvey_SHORT.xliff::page1.q.childheightcurrent.items.childheightcurrentfeet.title,true,false,,2026-05-29T22:46:58.054Z,,false,false,false,manual,1
es-ar,surveys,main/surveys/caregiverchildsurvey_SHORT.xliff::page1.q.childheightcurrent.items.childheightcurrentinches.placeholder,true,false,,2026-05-29T22:47:00.020Z,,false,false,false,manual,1
es-ar,surveys,main/surveys/caregiverchildsurvey_SHORT.xliff::page1.q.childheightcurrent.items.childheightcurrentinches.title,true,false,,2026-05-29T22:47:02.342Z,,false,false,false,manual,1
es-ar,surveys,main/surveys/caregiverchildsurvey_SHORT.xliff::page1.q.childweightcurrent.title,true,false,,2026-05-29T22:47:15.905Z,,false,false,false,manual,1
es-ar,surveys,main/surveys/caregiverchildsurvey_SHORT.xliff::page1.q.childweightcurrent.items.childweightcurrentpounds.placeholder,true,false,,2026-05-29T22:47:17.620Z,,false,false,false,manual,1
es-ar,surveys,main/surveys/caregiverchildsurvey_SHORT.xliff::page1.q.childweightcurrent.items.childweightcurrentpounds.title,true,false,,2026-05-29T22:47:19.355Z,,false,false,false,manual,1
es-ar,surveys,main/surveys/caregiverchildsurvey_SHORT.xliff::page1.q.childbornearly.title,true,false,,2026-05-29T22:47:48.392Z,,false,false,false,manual,1
es-ar,surveys,main/surveys/caregiverchildsurvey_SHORT.xliff::page1.q.childbornearly.choice.no.text,true,false,,2026-05-29T22:47:50.374Z,,false,false,false,manual,1
es-ar,surveys,main/surveys/caregiverchildsurvey_SHORT.xliff::page1.q.childbornearly.choice.yes.text,true,false,,2026-05-29T22:47:51.842Z,,false,false,false,manual,1
es-ar,surveys,main/surveys/caregiverchildsurvey_SHORT.xliff::page1.q.childbornearly.choice.unknown.text,true,false,,2026-05-29T22:47:53.925Z,,false,false,false,manual,1
es-ar,surveys,main/surveys/caregiverchildsurvey_SHORT.xliff::page1.q.childweightbirth.title,true,false,,2026-05-29T22:48:05.409Z,,false,false,false,manual,1
es-ar,surveys,main/surveys/caregiverchildsurvey_SHORT.xliff::page1.q.childweightbirth.placeholder,true,false,,2026-05-29T22:48:08.494Z,,false,false,false,manual,1
es-ar,surveys,main/surveys/caregiverchildsurvey_SHORT.xliff::page1.q.childhealth.title,true,false,,2026-05-29T22:49:14.216Z,,false,false,false,manual,1
es-ar,surveys,main/surveys/caregiverchildsurvey_SHORT.xliff::page1.q.childhealth.choice.5.text,true,false,,2026-05-29T22:49:17.111Z,,false,false,false,manual,1
es-ar,surveys,main/surveys/caregiverchildsurvey_SHORT.xliff::page1.q.childhealth.choice.4.text,true,false,,2026-05-29T22:49:19.525Z,,false,false,false,manual,1
es-ar,surveys,main/surveys/caregiverchildsurvey_SHORT.xliff::page1.q.childhealth.choice.3.text,true,false,,2026-05-29T22:49:22.782Z,,false,false,false,manual,1
es-ar,surveys,main/surveys/caregiverchildsurvey_SHORT.xliff::page1.q.childhealth.choice.2.text,true,false,,2026-05-29T22:51:58.179Z,,false,false,false,manual,1
es-ar,surveys,main/surveys/caregiverchildsurvey_SHORT.xliff::page1.q.childhealth.choice.1.text,true,false,,2026-05-29T22:52:02.513Z,,false,false,false,manual,1
es-ar,surveys,main/surveys/caregiverchildsurvey_SHORT.xliff::page1.q.childteeth.title,true,false,,2026-05-29T23:12:03.732Z,,false,false,false,manual,1
es-ar,surveys,main/surveys/caregiverchildsurvey_SHORT.xliff::page1.q.childteeth.choice.5.text,true,false,,2026-05-29T22:52:43.500Z,,false,false,false,manual,1
es-ar,surveys,main/surveys/caregiverchildsurvey_SHORT.xliff::page1.q.childteeth.choice.4.text,true,false,,2026-05-29T22:52:44.591Z,,false,false,false,manual,1
es-ar,surveys,main/surveys/caregiverchildsurvey_SHORT.xliff::page1.q.childteeth.choice.3.text,true,false,,2026-05-29T22:52:47.149Z,,false,false,false,manual,1
es-ar,surveys,main/surveys/caregiverchildsurvey_SHORT.xliff::page1.q.childteeth.choice.2.text,true,false,,2026-05-29T22:52:48.633Z,,false,false,false,manual,1
es-ar,surveys,main/surveys/caregiverchildsurvey_SHORT.xliff::page1.q.childteeth.choice.1.text,true,false,,2026-05-29T22:52:49.661Z,,false,false,false,manual,1
es-ar,surveys,main/surveys/caregiverchildsurvey_SHORT.xliff::page1.q.childphysicalactivity.title,true,false,,2026-05-29T22:53:00.317Z,,false,false,false,manual,1
es-ar,surveys,main/surveys/caregiverchildsurvey_SHORT.xliff::page1.q.childphysicalactivity.choice.0.text,true,false,,2026-05-29T22:53:03.452Z,,false,false,false,manual,1
es-ar,surveys,main/surveys/caregiverchildsurvey_SHORT.xliff::page1.q.childphysicalactivity.choice.1.text,true,false,,2026-05-29T22:53:04.700Z,,false,false,false,manual,1
es-ar,surveys,main/surveys/caregiverchildsurvey_SHORT.xliff::page1.q.childphysicalactivity.choice.2.text,true,false,,2026-05-29T22:53:05.717Z,,false,false,false,manual,1
es-ar,surveys,main/surveys/caregiverchildsurvey_SHORT.xliff::page1.q.childphysicalactivity.choice.3.text,true,false,,2026-05-29T22:53:07.069Z,,false,false,false,manual,1
es-ar,surveys,main/surveys/caregiverchildsurvey_SHORT.xliff::page2.q.childhealth1.q.childchronichealth.title,true,false,,2026-05-29T22:53:16.280Z,,false,false,false,manual,1
es-ar,surveys,main/surveys/caregiverchildsurvey_SHORT.xliff::page2.q.childhealth1.q.childchronichealth.q.childbreathing.title,true,false,,2026-05-29T22:53:22.019Z,,false,false,false,manual,1
es-ar,surveys,main/surveys/caregiverchildsurvey_SHORT.xliff::page2.q.childhealth1.q.childchronichealth.q.childbreathing.choice.no.text,true,false,,2026-05-29T22:53:23.403Z,,false,false,false,manual,1
es-ar,surveys,main/surveys/caregiverchildsurvey_SHORT.xliff::page2.q.childhealth1.q.childchronichealth.q.childbreathing.choice.yes.text,true,false,,2026-05-29T22:53:25.028Z,,false,false,false,manual,1
es-ar,surveys,main/surveys/caregiverchildsurvey_SHORT.xliff::page2.q.childhealth1.q.childchronichealth.q.childbreathing.choice.unknown.text,true,false,,2026-05-29T22:53:27.453Z,,false,false,false,manual,1
es-ar,surveys,main/surveys/caregiverchildsurvey_SHORT.xliff::page2.q.childhealth1.q.childchronichealth.q.childeating.title,true,false,,2026-05-29T22:53:39.404Z,,false,false,false,manual,1
es-ar,surveys,main/surveys/caregiverchildsurvey_SHORT.xliff::page2.q.childhealth1.q.childchronichealth.q.childeating.choice.no.text,true,false,,2026-05-29T22:53:42.049Z,,false,false,false,manual,1
es-ar,surveys,main/surveys/caregiverchildsurvey_SHORT.xliff::page2.q.childhealth1.q.childchronichealth.q.childeating.choice.yes.text,true,false,,2026-05-29T22:53:44.289Z,,false,false,false,manual,1
es-ar,surveys,main/surveys/caregiverchildsurvey_SHORT.xliff::page2.q.childhealth1.q.childchronichealth.q.childeating.choice.unknown.text,true,false,,2026-05-29T22:53:47.170Z,,false,false,false,manual,1
es-ar,surveys,main/surveys/caregiverchildsurvey_SHORT.xliff::page2.q.childhealth1.q.childchronichealth.q.childdigestion.title,true,false,,2026-05-29T22:53:53.894Z,,false,false,false,manual,1
es-ar,surveys,main/surveys/caregiverchildsurvey_SHORT.xliff::page2.q.childhealth1.q.childchronichealth.q.childdigestion.choice.no.text,true,false,,2026-05-29T22:53:55.956Z,,false,false,false,manual,1
es-ar,surveys,main/surveys/caregiverchildsurvey_SHORT.xliff::page2.q.childhealth1.q.childchronichealth.q.childdigestion.choice.yes.text,true,false,,2026-05-29T22:53:57.257Z,,false,false,false,manual,1
es-ar,surveys,main/surveys/caregiverchildsurvey_SHORT.xliff::page2.q.childhealth1.q.childchronichealth.q.childdigestion.choice.unknown.text,true,false,,2026-05-29T22:53:59.507Z,,false,false,false,manual,1
es-ar,surveys,main/surveys/caregiverchildsurvey_SHORT.xliff::page2.q.childhealth1.q.childchronichealth.q.childpain.title,true,false,,2026-05-29T22:54:06.745Z,,false,false,false,manual,1
es-ar,surveys,main/surveys/caregiverchildsurvey_SHORT.xliff::page2.q.childhealth1.q.childchronichealth.q.childpain.choice.no.text,true,false,,2026-05-29T22:54:08.473Z,,false,false,false,manual,1
es-ar,surveys,main/surveys/caregiverchildsurvey_SHORT.xliff::page2.q.childhealth1.q.childchronichealth.q.childpain.choice.yes.text,true,false,,2026-05-29T22:54:09.678Z,,false,false,false,manual,1
es-ar,surveys,main/surveys/caregiverchildsurvey_SHORT.xliff::page2.q.childhealth1.q.childchronichealth.q.childpain.choice.unknown.text,true,false,,2026-05-29T22:54:13.908Z,,false,false,false,manual,1
es-ar,surveys,main/surveys/caregiverchildsurvey_SHORT.xliff::page2.q.childhealth1.q.childchronichealth.q.childcavities.title,true,false,,2026-05-29T22:54:18.556Z,,false,false,false,manual,1
es-ar,surveys,main/surveys/caregiverchildsurvey_SHORT.xliff::page2.q.childhealth1.q.childchronichealth.q.childcavities.choice.no.text,true,false,,2026-05-29T22:54:21.728Z,,false,false,false,manual,1
es-ar,surveys,main/surveys/caregiverchildsurvey_SHORT.xliff::page2.q.childhealth1.q.childchronichealth.q.childcavities.choice.yes.text,true,false,,2026-05-29T22:54:23.140Z,,false,false,false,manual,1
es-ar,surveys,main/surveys/caregiverchildsurvey_SHORT.xliff::page2.q.childhealth1.q.childchronichealth.q.childcavities.choice.unknown.text,true,false,,2026-05-29T22:54:25.609Z,,false,false,false,manual,1
es-ar,surveys,main/surveys/caregiverchildsurvey_SHORT.xliff::page3.q.childhealth2.q.childhealthother.title,true,false,,2026-05-29T22:54:32.074Z,,false,false,false,manual,1
es-ar,surveys,main/surveys/caregiverchildsurvey_SHORT.xliff::page3.q.childhealth2.q.childhealthother.q.childconcentration.title,true,false,,2026-05-29T22:54:44.844Z,,false,false,false,manual,1
es-ar,surveys,main/surveys/caregiverchildsurvey_SHORT.xliff::page3.q.childhealth2.q.childhealthother.q.childconcentration.choice.no.text,true,false,,2026-05-29T22:55:39.346Z,,false,false,false,manual,1
es-ar,surveys,main/surveys/caregiverchildsurvey_SHORT.xliff::page3.q.childhealth2.q.childhealthother.q.childconcentration.choice.yes.text,true,false,,2026-05-29T22:55:40.307Z,,false,false,false,manual,1
es-ar,surveys,main/surveys/caregiverchildsurvey_SHORT.xliff::page3.q.childhealth2.q.childhealthother.q.childconcentration.choice.unknown.text,true,false,,2026-05-29T22:55:42.607Z,,false,false,false,manual,1
es-ar,surveys,main/surveys/caregiverchildsurvey_SHORT.xliff::page3.q.childhealth2.q.childhealthother.q.childstairs.title,true,false,,2026-05-29T22:56:04.592Z,,false,false,false,manual,1
es-ar,surveys,main/surveys/caregiverchildsurvey_SHORT.xliff::page3.q.childhealth2.q.childhealthother.q.childstairs.labeltrue,true,false,,2026-05-29T22:56:06.200Z,,false,false,false,manual,1
es-ar,surveys,main/surveys/caregiverchildsurvey_SHORT.xliff::page3.q.childhealth2.q.childhealthother.q.childstairs.labelfalse,true,false,,2026-05-29T22:56:06.976Z,,false,false,false,manual,1
es-ar,surveys,main/surveys/caregiverchildsurvey_SHORT.xliff::page3.q.childhealth2.q.childhealthother.q.childdressbathe.title,true,false,,2026-05-29T22:56:10.325Z,,false,false,false,manual,1
es-ar,surveys,main/surveys/caregiverchildsurvey_SHORT.xliff::page3.q.childhealth2.q.childhealthother.q.childdressbathe.labeltrue,true,false,,2026-05-29T22:56:11.692Z,,false,false,false,manual,1
es-ar,surveys,main/surveys/caregiverchildsurvey_SHORT.xliff::page3.q.childhealth2.q.childhealthother.q.childdressbathe.labelfalse,true,false,,2026-05-29T22:56:12.717Z,,false,false,false,manual,1
es-ar,surveys,main/surveys/caregiverchildsurvey_SHORT.xliff::page3.q.childhealth2.q.childhealthother.q.childhearing.title,true,false,,2026-05-29T22:56:18.193Z,,false,false,false,manual,1
es-ar,surveys,main/surveys/caregiverchildsurvey_SHORT.xliff::page3.q.childhealth2.q.childhealthother.q.childhearing.labeltrue,true,false,,2026-05-29T22:56:19.467Z,,false,false,false,manual,1
es-ar,surveys,main/surveys/caregiverchildsurvey_SHORT.xliff::page3.q.childhealth2.q.childhealthother.q.childhearing.labelfalse,true,false,,2026-05-29T22:56:20.695Z,,false,false,false,manual,1
es-ar,surveys,main/surveys/caregiverchildsurvey_SHORT.xliff::page3.q.childhealth2.q.childhealthother.q.childeyesight.title,true,false,,2026-05-29T22:56:26.951Z,,false,false,false,manual,1
es-ar,surveys,main/surveys/caregiverchildsurvey_SHORT.xliff::page3.q.childhealth2.q.childhealthother.q.childeyesight.labeltrue,true,false,,2026-05-29T22:56:28.348Z,,false,false,false,manual,1
es-ar,surveys,main/surveys/caregiverchildsurvey_SHORT.xliff::page3.q.childhealth2.q.childhealthother.q.childeyesight.labelfalse,true,false,,2026-05-29T22:56:29.502Z,,false,false,false,manual,1
es-ar,surveys,main/surveys/caregiverchildsurvey_SHORT.xliff::page4.q.childhealth3.q.childhealthconditions.title,true,false,,2026-05-29T23:12:41.938Z,,false,false,false,manual,1
es-ar,surveys,main/surveys/caregiverchildsurvey_SHORT.xliff::page4.q.childhealth3.q.childhealthconditions.q.childconduct.title,true,false,,2026-05-29T23:12:46.555Z,,false,false,false,manual,1
es-ar,surveys,main/surveys/caregiverchildsurvey_SHORT.xliff::page4.q.childhealth3.q.childhealthconditions.q.childconduct.choice.no.text,true,false,,2026-05-29T23:12:50.152Z,,false,false,false,manual,1
es-ar,surveys,main/surveys/caregiverchildsurvey_SHORT.xliff::page4.q.childhealth3.q.childhealthconditions.q.childconduct.choice.yes.text,true,false,,2026-05-29T23:12:51.306Z,,false,false,false,manual,1
es-ar,surveys,main/surveys/caregiverchildsurvey_SHORT.xliff::page4.q.childhealth3.q.childhealthconditions.q.childconduct.choice.unknown.text,true,false,,2026-05-29T23:12:52.369Z,,false,false,false,manual,1
es-ar,surveys,main/surveys/caregiverchildsurvey_SHORT.xliff::page4.q.childhealth3.q.childhealthconditions.q.childconduct.choice.notrespond.text,true,false,,2026-05-29T23:12:58.518Z,,false,false,false,manual,1
es-ar,surveys,main/surveys/caregiverchildsurvey_SHORT.xliff::page4.q.childhealth3.q.childhealthconditions.q.childconductcurrent.title,true,false,,2026-05-29T23:13:16.192Z,,false,false,false,manual,1
es-ar,surveys,main/surveys/caregiverchildsurvey_SHORT.xliff::page4.q.childhealth3.q.childhealthconditions.q.childconductcurrent.labeltrue,true,false,,2026-05-29T23:13:17.844Z,,false,false,false,manual,1
es-ar,surveys,main/surveys/caregiverchildsurvey_SHORT.xliff::page4.q.childhealth3.q.childhealthconditions.q.childconductcurrent.labelfalse,true,false,,2026-05-29T23:13:19.987Z,,false,false,false,manual,1
es-ar,surveys,main/surveys/caregiverchildsurvey_SHORT.xliff::page4.q.childhealth3.q.childhealthconditions.q.childconductlevel.title,true,false,,2026-05-29T23:13:37.323Z,,false,false,false,manual,1
es-ar,surveys,main/surveys/caregiverchildsurvey_SHORT.xliff::page4.q.childhealth3.q.childhealthconditions.q.childconductlevel.choice.1.text,true,false,,2026-05-29T23:13:45.929Z,,false,false,false,manual,1
es-ar,surveys,main/surveys/caregiverchildsurvey_SHORT.xliff::page4.q.childhealth3.q.childhealthconditions.q.childconductlevel.choice.2.text,true,false,,2026-05-29T23:13:47.423Z,,false,false,false,manual,1
es-ar,surveys,main/surveys/caregiverchildsurvey_SHORT.xliff::page4.q.childhealth3.q.childhealthconditions.q.childconductlevel.choice.3.text,true,false,,2026-05-29T23:13:48.506Z,,false,false,false,manual,1
es-ar,surveys,main/surveys/caregiverchildsurvey_SHORT.xliff::page4.q.childhealth3.q.childhealthconditions.q.childdevdelay.title,true,false,,2026-05-29T23:13:51.495Z,,false,false,false,manual,1
es-ar,surveys,main/surveys/caregiverchildsurvey_SHORT.xliff::page4.q.childhealth3.q.childhealthconditions.q.childdevdelay.choice.no.text,true,false,,2026-05-29T23:13:52.716Z,,false,false,false,manual,1
es-ar,surveys,main/surveys/caregiverchildsurvey_SHORT.xliff::page4.q.childhealth3.q.childhealthconditions.q.childdevdelay.choice.yes.text,true,false,,2026-05-29T23:13:55.373Z,,false,false,false,manual,1
es-ar,surveys,main/surveys/caregiverchildsurvey_SHORT.xliff::page4.q.childhealth3.q.childhealthconditions.q.childdevdelay.choice.unknown.text,true,false,,2026-05-29T23:13:56.322Z,,false,false,false,manual,1
es-ar,surveys,main/surveys/caregiverchildsurvey_SHORT.xliff::page4.q.childhealth3.q.childhealthconditions.q.childdevdelay.choice.notrespond.text,true,false,,2026-05-29T23:13:57.656Z,,false,false,false,manual,1
es-ar,surveys,main/surveys/caregiverchildsurvey_SHORT.xliff::page4.q.childhealth3.q.childhealthconditions.q.childdevdelaycurrent.title,true,false,,2026-05-29T23:14:06.541Z,,false,false,false,manual,1
es-ar,surveys,main/surveys/caregiverchildsurvey_SHORT.xliff::page4.q.childhealth3.q.childhealthconditions.q.childdevdelaycurrent.labeltrue,true,false,,2026-05-29T23:14:08.723Z,,false,false,false,manual,1
es-ar,surveys,main/surveys/caregiverchildsurvey_SHORT.xliff::page4.q.childhealth3.q.childhealthconditions.q.childdevdelaycurrent.labelfalse,true,false,,2026-05-29T23:14:10.109Z,,false,false,false,manual,1
es-ar,surveys,main/surveys/caregiverchildsurvey_SHORT.xliff::page4.q.childhealth3.q.childhealthconditions.q.childdevdelaylevel.title,true,false,,2026-05-29T23:14:17.208Z,,false,false,false,manual,1
